user_id,step,step_order,event_time
76,business_info,2,2025-11-11 02:00:00
76,verify_identity,3,2025-11-11 04:00:00
76,first_payment,4,2025-11-11 06:00:00
77,signup,1,2025-11-19 00:00:00
77,business_info,2,2025-11-19 02:00:00
77,verify_identity,3,2025-11-19 04:00:00
78,signup,1,2025-07-14 00:00:00
78,business_info,2,2025-07-14 02:00:00
78,verify_identity,3,2025-07-14 04:00:00
79,signup,1,2025-09-04 00:00:00
79,business_info,2,2025-09-04 02:00:00
79,verify_identity,3,2025-09-04 04:00:00
79,first_payment,4,2025-09-04 06:00:00
80,signup,1,2025-07-22 00:00:00
80,business_info,2,2025-07-22 02:00:00
80,verify_identity,3,2025-07-22 04:00:00
81,signup,1,2025-12-05 00:00:00
81,business_info,2,2025-12-05 02:00:00
81,verify_identity,3,2025-12-05 04:00:00
82,signup,1,2025-10-23 00:00:00
82,business_info,2,2025-10-23 02:00:00
82,verify_identity,3,2025-10-23 04:00:00
82,first_payment,4,2025-10-23 06:00:00
83,signup,1,2025-08-30 00:00:00
83,business_info,2,2025-08-30 02:00:00
83,verify_identity,3,2025-08-30 04:00:00
84,signup,1,2025-07-12 00:00:00
84,business_info,2,2025-07-12 02:00:00
84,verify_identity,3,2025-07-12 04:00:00
85,signup,1,2025-08-26 00:00:00
85,business_info,2,2025-08-26 02:00:00
85,verify_identity,3,2025-08-26 04:00:00
85,first_payment,4,2025-08-26 06:00:00
86,signup,1,2025-08-29 00:00:00
86,business_info,2,2025-08-29 02:00:00
86,verify_identity,3,2025-08-29 04:00:00
86,first_payment,4,2025-08-29 06:00:00
87,signup,1,2025-11-11 00:00:00
87,business_info,2,2025-11-11 02:00:00
87,verify_identity,3,2025-11-11 04:00:00
87,first_payment,4,2025-11-11 06:00:00
88,signup,1,2025-10-25 00:00:00
89,signup,1,2025-12-10 00:00:00
89,business_info,2,2025-12-10 02:00:00
89,verify_identity,3,2025-12-10 04:00:00
89,first_payment,4,2025-12-10 06:00:00
90,signup,1,2025-09-25 00:00:00
90,business_info,2,2025-09-25 02:00:00
91,signup,1,2025-07-22 00:00:00
91,business_info,2,2025-07-22 02:00:00
92,signup,1,2025-11-08 00:00:00
92,business_info,2,2025-11-08 02:00:00
92,verify_identity,3,2025-11-08 04:00:00
92,first_payment,4,2025-11-08 06:00:00
93,signup,1,2025-11-17 00:00:00
94,signup,1,2025-10-11 00:00:00
94,business_info,2,2025-10-11 02:00:00
94,verify_identity,3,2025-10-11 04:00:00
95,signup,1,2025-11-19 00:00:00
95,business_info,2,2025-11-19 02:00:00
95,verify_identity,3,2025-11-19 04:00:00
96,signup,1,2025-09-29 00:00:00
96,business_info,2,2025-09-29 02:00:00
96,verify_identity,3,2025-09-29 04:00:00
97,signup,1,2025-10-04 00:00:00
97,business_info,2,2025-10-04 02:00:00
97,verify_identity,3,2025-10-04 04:00:00
97,first_payment,4,2025-10-04 06:00:00
98,signup,1,2025-09-17 00:00:00
98,business_info,2,2025-09-17 02:00:00
98,verify_identity,3,2025-09-17 04:00:00
99,signup,1,2025-07-05 00:00:00
99,business_info,2,2025-07-05 02:00:00
99,verify_identity,3,2025-07-05 04:00:00
100,signup,1,2025-07-20 00:00:00
100,business_info,2,2025-07-20 02:00:00
100,verify_identity,3,2025-07-20 04:00:00
101,signup,1,2025-07-06 00:00:00
101,business_info,2,2025-07-06 02:00:00
102,signup,1,2025-10-25 00:00:00
103,signup,1,2025-08-27 00:00:00
103,business_info,2,2025-08-27 02:00:00
104,signup,1,2025-10-02 00:00:00
104,business_info,2,2025-10-02 02:00:00
104,verify_identity,3,2025-10-02 04:00:00
104,first_payment,4,2025-10-02 06:00:00
105,signup,1,2025-12-14 00:00:00
105,business_info,2,2025-12-14 02:00:00
105,verify_identity,3,2025-12-14 04:00:00
106,signup,1,2025-08-15 00:00:00
106,business_info,2,2025-08-15 02:00:00
106,verify_identity,3,2025-08-15 04:00:00
106,first_payment,4,2025-08-15 06:00:00
107,signup,1,2025-09-14 00:00:00
107,business_info,2,2025-09-14 02:00:00
108,signup,1,2025-11-16 00:00:00
108,business_info,2,2025-11-16 02:00:00
108,verify_identity,3,2025-11-16 04:00:00
108,first_payment,4,2025-11-16 06:00:00
109,signup,1,2025-08-11 00:00:00
109,business_info,2,2025-08-11 02:00:00
109,verify_identity,3,2025-08-11 04:00:00
110,signup,1,2025-07-15 00:00:00
111,signup,1,2025-08-23 00:00:00
111,business_info,2,2025-08-23 02:00:00
111,verify_identity,3,2025-08-23 04:00:00
112,signup,1,2025-07-30 00:00:00
112,business_info,2,2025-07-30 02:00:00
113,signup,1,2025-12-18 00:00:00
113,business_info,2,2025-12-18 02:00:00
113,verify_identity,3,2025-12-18 04:00:00
113,first_payment,4,2025-12-18 06:00:00
114,signup,1,2025-11-25 00:00:00
115,signup,1,2025-10-24 00:00:00
115,business_info,2,2025-10-24 02:00:00
115,verify_identity,3,2025-10-24 04:00:00
116,signup,1,2025-12-07 00:00:00
116,business_info,2,2025-12-07 02:00:00
116,verify_identity,3,2025-12-07 04:00:00
116,first_payment,4,2025-12-07 06:00:00
117,signup,1,2025-11-25 00:00:00
117,business_info,2,2025-11-25 02:00:00
117,verify_identity,3,2025-11-25 04:00:00
117,first_payment,4,2025-11-25 06:00:00
118,signup,1,2025-08-04 00:00:00
119,signup,1,2025-12-11 00:00:00
119,business_info,2,2025-12-11 02:00:00
119,verify_identity,3,2025-12-11 04:00:00
119,first_payment,4,2025-12-11 06:00:00
120,signup,1,2025-10-07 00:00:00
120,business_info,2,2025-10-07 02:00:00
121,signup,1,2025-11-25 00:00:00
121,business_info,2,2025-11-25 02:00:00
121,verify_identity,3,2025-11-25 04:00:00
121,first_payment,4,2025-11-25 06:00:00
122,signup,1,2025-12-11 00:00:00
122,business_info,2,2025-12-11 02:00:00
123,signup,1,2025-08-28 00:00:00
123,business_info,2,2025-08-28 02:00:00
124,signup,1,2025-07-21 00:00:00
125,signup,1,2025-08-11 00:00:00
126,signup,1,2025-09-17 00:00:00
126,business_info,2,2025-09-17 02:00:00
127,signup,1,2025-11-27 00:00:00
128,signup,1,2025-12-05 00:00:00
128,business_info,2,2025-12-05 02:00:00
128,verify_identity,3,2025-12-05 04:00:00
128,first_payment,4,2025-12-05 06:00:00
129,signup,1,2025-07-02 00:00:00
129,business_info,2,2025-07-02 02:00:00
129,verify_identity,3,2025-07-02 04:00:00
130,signup,1,2025-10-02 00:00:00
130,business_info,2,2025-10-02 02:00:00
130,verify_identity,3,2025-10-02 04:00:00
130,first_payment,4,2025-10-02 06:00:00
131,signup,1,2025-09-15 00:00:00
131,business_info,2,2025-09-15 02:00:00
131,verify_identity,3,2025-09-15 04:00:00
131,first_payment,4,2025-09-15 06:00:00
132,signup,1,2025-08-10 00:00:00
132,business_info,2,2025-08-10 02:00:00
132,verify_identity,3,2025-08-10 04:00:00
133,signup,1,2025-07-22 00:00:00
133,business_info,2,2025-07-22 02:00:00
133,verify_identity,3,2025-07-22 04:00:00
133,first_payment,4,2025-07-22 06:00:00
134,signup,1,2025-08-31 00:00:00
135,signup,1,2025-12-20 00:00:00
135,business_info,2,2025-12-20 02:00:00
135,verify_identity,3,2025-12-20 04:00:00
136,signup,1,2025-08-29 00:00:00
136,business_info,2,2025-08-29 02:00:00
136,verify_identity,3,2025-08-29 04:00:00
136,first_payment,4,2025-08-29 06:00:00
137,signup,1,2025-10-03 00:00:00
137,business_info,2,2025-10-03 02:00:00
138,signup,1,2025-11-06 00:00:00
138,business_info,2,2025-11-06 02:00:00
138,verify_identity,3,2025-11-06 04:00:00
139,signup,1,2025-09-05 00:00:00
139,business_info,2,2025-09-05 02:00:00
139,verify_identity,3,2025-09-05 04:00:00
140,signup,1,2025-12-25 00:00:00
141,signup,1,2025-12-24 00:00:00
141,business_info,2,2025-12-24 02:00:00
141,verify_identity,3,2025-12-24 04:00:00
142,signup,1,2025-08-16 00:00:00
143,signup,1,2025-09-29 00:00:00
143,business_info,2,2025-09-29 02:00:00
143,verify_identity,3,2025-09-29 04:00:00
143,first_payment,4,2025-09-29 06:00:00
144,signup,1,2025-08-25 00:00:00
144,business_info,2,2025-08-25 02:00:00
144,verify_identity,3,2025-08-25 04:00:00
144,first_payment,4,2025-08-25 06:00:00
145,signup,1,2025-08-22 00:00:00
146,signup,1,2025-07-07 00:00:00
146,business_info,2,2025-07-07 02:00:00
147,signup,1,2025-10-20 00:00:00
147,business_info,2,2025-10-20 02:00:00
148,signup,1,2025-09-30 00:00:00
148,business_info,2,2025-09-30 02:00:00
149,signup,1,2025-07-10 00:00:00
149,business_info,2,2025-07-10 02:00:00
150,signup,1,2025-08-20 00:00:00
151,signup,1,2025-12-14 00:00:00
151,business_info,2,2025-12-14 02:00:00
151,verify_identity,3,2025-12-14 04:00:00
152,signup,1,2025-08-13 00:00:00
152,business_info,2,2025-08-13 02:00:00
152,verify_identity,3,2025-08-13 04:00:00
153,signup,1,2025-07-27 00:00:00
153,business_info,2,2025-07-27 02:00:00
153,verify_identity,3,2025-07-27 04:00:00
153,first_payment,4,2025-07-27 06:00:00
154,signup,1,2025-09-28 00:00:00
154,business_info,2,2025-09-28 02:00:00
154,verify_identity,3,2025-09-28 04:00:00
155,signup,1,2025-12-28 00:00:00
156,signup,1,2025-08-14 00:00:00
156,business_info,2,2025-08-14 02:00:00
156,verify_identity,3,2025-08-14 04:00:00
156,first_payment,4,2025-08-14 06:00:00
157,signup,1,2025-11-01 00:00:00
157,business_info,2,2025-11-01 02:00:00
158,signup,1,2025-11-17 00:00:00
158,business_info,2,2025-11-17 02:00:00
159,signup,1,2025-08-13 00:00:00
159,business_info,2,2025-08-13 02:00:00
160,signup,1,2025-11-11 00:00:00
160,business_info,2,2025-11-11 02:00:00
160,verify_identity,3,2025-11-11 04:00:00
160,first_payment,4,2025-11-11 06:00:00
161,signup,1,2025-09-06 00:00:00
161,business_info,2,2025-09-06 02:00:00
161,verify_identity,3,2025-09-06 04:00:00
161,first_payment,4,2025-09-06 06:00:00
162,signup,1,2025-10-24 00:00:00
162,business_info,2,2025-10-24 02:00:00
163,signup,1,2025-10-24 00:00:00
164,signup,1,2025-10-07 00:00:00
164,business_info,2,2025-10-07 02:00:00
164,verify_identity,3,2025-10-07 04:00:00
164,first_payment,4,2025-10-07 06:00:00
165,signup,1,2025-07-17 00:00:00
165,business_info,2,2025-07-17 02:00:00
165,verify_identity,3,2025-07-17 04:00:00
165,first_payment,4,2025-07-17 06:00:00
166,signup,1,2025-11-30 00:00:00
166,business_info,2,2025-11-30 02:00:00
166,verify_identity,3,2025-11-30 04:00:00
166,first_payment,4,2025-11-30 06:00:00
167,signup,1,2025-08-28 00:00:00
168,signup,1,2025-08-04 00:00:00
169,signup,1,2025-07-08 00:00:00
169,business_info,2,2025-07-08 02:00:00
169,verify_identity,3,2025-07-08 04:00:00
170,signup,1,2025-10-17 00:00:00
170,business_info,2,2025-10-17 02:00:00
170,verify_identity,3,2025-10-17 04:00:00
171,signup,1,2025-11-01 00:00:00
172,signup,1,2025-07-04 00:00:00
172,business_info,2,2025-07-04 02:00:00
172,verify_identity,3,2025-07-04 04:00:00
173,signup,1,2025-10-02 00:00:00
173,business_info,2,2025-10-02 02:00:00
173,verify_identity,3,2025-10-02 04:00:00
174,signup,1,2025-08-11 00:00:00
174,business_info,2,2025-08-11 02:00:00
174,verify_identity,3,2025-08-11 04:00:00
174,first_payment,4,2025-08-11 06:00:00
175,signup,1,2025-10-27 00:00:00
175,business_info,2,2025-10-27 02:00:00
175,verify_identity,3,2025-10-27 04:00:00
175,first_payment,4,2025-10-27 06:00:00
176,signup,1,2025-08-01 00:00:00
176,business_info,2,2025-08-01 02:00:00
176,verify_identity,3,2025-08-01 04:00:00
176,first_payment,4,2025-08-01 06:00:00
177,signup,1,2025-11-04 00:00:00
177,business_info,2,2025-11-04 02:00:00
177,verify_identity,3,2025-11-04 04:00:00
177,first_payment,4,2025-11-04 06:00:00
178,signup,1,2025-09-09 00:00:00
178,business_info,2,2025-09-09 02:00:00
179,signup,1,2025-12-19 00:00:00
179,business_info,2,2025-12-19 02:00:00
179,verify_identity,3,2025-12-19 04:00:00
179,first_payment,4,2025-12-19 06:00:00
180,signup,1,2025-07-26 00:00:00
180,business_info,2,2025-07-26 02:00:00
180,verify_identity,3,2025-07-26 04:00:00
180,first_payment,4,2025-07-26 06:00:00
181,signup,1,2025-09-01 00:00:00
181,business_info,2,2025-09-01 02:00:00
181,verify_identity,3,2025-09-01 04:00:00
182,signup,1,2025-07-21 00:00:00
182,business_info,2,2025-07-21 02:00:00
183,signup,1,2025-12-17 00:00:00
184,signup,1,2025-12-08 00:00:00
184,business_info,2,2025-12-08 02:00:00
184,verify_identity,3,2025-12-08 04:00:00
184,first_payment,4,2025-12-08 06:00:00
185,signup,1,2025-08-17 00:00:00
185,business_info,2,2025-08-17 02:00:00
185,verify_identity,3,2025-08-17 04:00:00
185,first_payment,4,2025-08-17 06:00:00
186,signup,1,2025-10-29 00:00:00
186,business_info,2,2025-10-29 02:00:00
187,signup,1,2025-11-27 00:00:00
188,signup,1,2025-10-10 00:00:00
188,business_info,2,2025-10-10 02:00:00
188,verify_identity,3,2025-10-10 04:00:00
189,signup,1,2025-10-05 00:00:00
189,business_info,2,2025-10-05 02:00:00
189,verify_identity,3,2025-10-05 04:00:00
190,signup,1,2025-08-14 00:00:00
190,business_info,2,2025-08-14 02:00:00
190,verify_identity,3,2025-08-14 04:00:00
190,first_payment,4,2025-08-14 06:00:00
191,signup,1,2025-07-18 00:00:00
191,business_info,2,2025-07-18 02:00:00
191,verify_identity,3,2025-07-18 04:00:00
192,signup,1,2025-12-12 00:00:00
192,business_info,2,2025-12-12 02:00:00
193,signup,1,2025-12-12 00:00:00
193,business_info,2,2025-12-12 02:00:00
193,verify_identity,3,2025-12-12 04:00:00
194,signup,1,2025-10-24 00:00:00
194,business_info,2,2025-10-24 02:00:00
194,verify_identity,3,2025-10-24 04:00:00
194,first_payment,4,2025-10-24 06:00:00
195,signup,1,2025-09-01 00:00:00
195,business_info,2,2025-09-01 02:00:00
196,signup,1,2025-09-02 00:00:00
196,business_info,2,2025-09-02 02:00:00
196,verify_identity,3,2025-09-02 04:00:00
197,signup,1,2025-11-10 00:00:00
198,signup,1,2025-12-12 00:00:00
198,business_info,2,2025-12-12 02:00:00
198,verify_identity,3,2025-12-12 04:00:00
198,first_payment,4,2025-12-12 06:00:00
199,signup,1,2025-12-10 00:00:00
199,business_info,2,2025-12-10 02:00:00
200,signup,1,2025-11-20 00:00:00
200,business_info,2,2025-11-20 02:00:00
200,verify_identity,3,2025-11-20 04:00:00
200,first_payment,4,2025-11-20 06:00:00
201,signup,1,2025-10-26 00:00:00
201,business_info,2,2025-10-26 02:00:00
201,verify_identity,3,2025-10-26 04:00:00
201,first_payment,4,2025-10-26 06:00:00
202,signup,1,2025-07-16 00:00:00
202,business_info,2,2025-07-16 02:00:00
202,verify_identity,3,2025-07-16 04:00:00
202,first_payment,4,2025-07-16 06:00:00
203,signup,1,2025-07-30 00:00:00
203,business_info,2,2025-07-30 02:00:00
203,verify_identity,3,2025-07-30 04:00:00
203,first_payment,4,2025-07-30 06:00:00
204,signup,1,2025-12-12 00:00:00
204,business_info,2,2025-12-12 02:00:00
204,verify_identity,3,2025-12-12 04:00:00
205,signup,1,2025-10-19 00:00:00
205,business_info,2,2025-10-19 02:00:00
206,signup,1,2025-07-02 00:00:00
206,business_info,2,2025-07-02 02:00:00
206,verify_identity,3,2025-07-02 04:00:00
206,first_payment,4,2025-07-02 06:00:00
207,signup,1,2025-07-19 00:00:00
207,business_info,2,2025-07-19 02:00:00
207,verify_identity,3,2025-07-19 04:00:00
207,first_payment,4,2025-07-19 06:00:00
208,signup,1,2025-10-30 00:00:00
208,business_info,2,2025-10-30 02:00:00
208,verify_identity,3,2025-10-30 04:00:00
209,signup,1,2025-07-01 00:00:00
209,business_info,2,2025-07-01 02:00:00
209,verify_identity,3,2025-07-01 04:00:00
210,signup,1,2025-07-30 00:00:00
210,business_info,2,2025-07-30 02:00:00
210,verify_identity,3,2025-07-30 04:00:00
210,first_payment,4,2025-07-30 06:00:00
211,signup,1,2025-10-09 00:00:00
211,business_info,2,2025-10-09 02:00:00
211,verify_identity,3,2025-10-09 04:00:00
211,first_payment,4,2025-10-09 06:00:00
212,signup,1,2025-11-04 00:00:00
212,business_info,2,2025-11-04 02:00:00
212,verify_identity,3,2025-11-04 04:00:00
212,first_payment,4,2025-11-04 06:00:00
213,signup,1,2025-10-28 00:00:00
214,signup,1,2025-08-11 00:00:00
215,signup,1,2025-11-08 00:00:00
216,signup,1,2025-08-13 00:00:00
216,business_info,2,2025-08-13 02:00:00
216,verify_identity,3,2025-08-13 04:00:00
216,first_payment,4,2025-08-13 06:00:00
217,signup,1,2025-08-29 00:00:00
217,business_info,2,2025-08-29 02:00:00
218,signup,1,2025-11-14 00:00:00
218,business_info,2,2025-11-14 02:00:00
219,signup,1,2025-10-27 00:00:00
219,business_info,2,2025-10-27 02:00:00
219,verify_identity,3,2025-10-27 04:00:00
219,first_payment,4,2025-10-27 06:00:00
220,signup,1,2025-12-03 00:00:00
221,signup,1,2025-10-29 00:00:00
221,business_info,2,2025-10-29 02:00:00
222,signup,1,2025-10-13 00:00:00
222,business_info,2,2025-10-13 02:00:00
222,verify_identity,3,2025-10-13 04:00:00
222,first_payment,4,2025-10-13 06:00:00
223,signup,1,2025-07-18 00:00:00
223,business_info,2,2025-07-18 02:00:00
223,verify_identity,3,2025-07-18 04:00:00
224,signup,1,2025-09-06 00:00:00
224,business_info,2,2025-09-06 02:00:00
224,verify_identity,3,2025-09-06 04:00:00
225,signup,1,2025-08-18 00:00:00
225,business_info,2,2025-08-18 02:00:00
226,signup,1,2025-08-14 00:00:00
226,business_info,2,2025-08-14 02:00:00
226,verify_identity,3,2025-08-14 04:00:00
226,first_payment,4,2025-08-14 06:00:00
227,signup,1,2025-12-26 00:00:00
227,business_info,2,2025-12-26 02:00:00
227,verify_identity,3,2025-12-26 04:00:00
227,first_payment,4,2025-12-26 06:00:00
228,signup,1,2025-09-10 00:00:00
229,signup,1,2025-12-11 00:00:00
230,signup,1,2025-10-24 00:00:00
231,signup,1,2025-11-23 00:00:00
232,signup,1,2025-09-30 00:00:00
232,business_info,2,2025-09-30 02:00:00
233,signup,1,2025-10-14 00:00:00
233,business_info,2,2025-10-14 02:00:00
233,verify_identity,3,2025-10-14 04:00:00
234,signup,1,2025-09-29 00:00:00
234,business_info,2,2025-09-29 02:00:00
235,signup,1,2025-08-05 00:00:00
235,business_info,2,2025-08-05 02:00:00
236,signup,1,2025-11-10 00:00:00
237,signup,1,2025-08-21 00:00:00
238,signup,1,2025-07-05 00:00:00
238,business_info,2,2025-07-05 02:00:00
238,verify_identity,3,2025-07-05 04:00:00
239,signup,1,2025-10-27 00:00:00
239,business_info,2,2025-10-27 02:00:00
239,verify_identity,3,2025-10-27 04:00:00
239,first_payment,4,2025-10-27 06:00:00
240,signup,1,2025-08-02 00:00:00
240,business_info,2,2025-08-02 02:00:00
240,verify_identity,3,2025-08-02 04:00:00
240,first_payment,4,2025-08-02 06:00:00
241,signup,1,2025-12-20 00:00:00
241,business_info,2,2025-12-20 02:00:00
242,signup,1,2025-12-22 00:00:00
242,business_info,2,2025-12-22 02:00:00
242,verify_identity,3,2025-12-22 04:00:00
242,first_payment,4,2025-12-22 06:00:00
